data,RAIL3,WEGE3,VALE3,ABEV3,BBSE3,B3SA3,LREN3,HAPV3,BOVA11,IBOV
2026-06-02,14.19,42.0,85.0,16.45,35.13,16.28,15.52,12.23,171.43,174198.0
2026-06-03,13.89,41.78,81.79,16.07,35.04,15.52,14.64,11.22,167.28,170331.0
2026-06-05,13.94,42.46,78.7,16.17,35.39,15.41,14.89,10.94,165.75,169019.0
2026-06-08,13.52,44.0,78.07,16.08,35.87,15.22,14.97,10.89,165.5,168669.0
2026-06-09,13.49,43.33,78.5,16.21,36.25,15.39,15.01,11.38,166.42,169813.0
2026-06-10,13.3,42.39,77.7,16.28,36.63,15.12,14.82,11.41,165.82,168619.0
2026-06-11,13.49,42.35,78.8,16.64,37.8,15.44,15.39,11.59,168.7,171497.0
2026-06-12,13.36,42.61,79.17,16.61,37.87,15.23,15.38,11.4,167.92,171133.0
2026-06-15,13.27,42.78,81.16,16.57,37.78,15.14,15.31,11.42,167.59,170415.0
2026-06-16,13.03,42.83,81.44,16.44,38.19,15.04,14.89,11.21,166.35,169649.0
2026-06-17,12.45,43.8,79.78,16.19,39.3,14.61,14.45,10.58,165.14,168454.0
2026-06-18,12.33,45.81,79.94,16.22,39.44,14.33,13.99,10.58,165.38,168278.0
2026-06-19,12.45,45.16,80.75,16.05,38.9,14.41,14.29,10.31,165.13,168576.0
2026-06-22,12.47,45.25,80.91,16.17,38.63,14.7,14.39,10.61,167.12,170370.0
2026-06-23,12.9,45.71,79.38,16.37,38.27,14.72,14.54,10.28,168.21,171259.0
2026-06-24,12.98,46.61,77.73,16.38,38.68,14.97,14.5,10.17,167.61,170507.0
2026-06-25,13.45,46.5,78.66,16.39,38.87,14.61,14.52,10.12,169.0,171990.0
2026-06-26,13.69,46.9,78.15,16.73,39.17,14.92,14.97,10.24,170.22,173295.0
2026-06-29,13.61,46.79,78.13,16.59,39.33,14.71,14.99,10.35,170.21,173205.0
2026-06-30,13.43,46.91,77.88,16.29,39.17,14.53,14.76,10.21,169.05,172024.0
2026-07-01,13.17,46.26,77.97,16.2,38.13,14.4,14.86,10.55,168.8,171689.0
2026-07-02,13.45,46.26,78.24,16.3,38.67,14.61,14.8,10.41,169.9,172788.0
2026-07-03,13.63,46.48,78.84,16.29,38.65,14.76,14.8,10.63,171.11,174266.0
2026-07-06,13.5,46.26,77.79,15.88,38.71,14.58,14.09,10.38,169.25,172448.0
2026-07-07,13.5,45.87,76.2,15.61,38.55,14.53,13.65,10.19,169.03,172021.0
2026-07-08,13.25,45.35,72.7,15.62,38.75,14.24,13.71,9.96,167.56,170654.0
2026-07-09,13.75,45.74,73.15,15.72,39.28,14.79,14.15,10.07,169.8,172742.0
2026-07-10,14.36,46.51,74.18,15.82,40.35,15.42,14.62,10.6,175.01,177866.0
2026-07-13,14.11,44.39,72.85,15.83,40.28,15.12,14.15,10.46,172.25,175739.0
2026-07-14,14.13,44.2,74.01,15.81,40.39,15.33,14.29,11.19,173.6,176641.0
2026-07-15,14.07,44.26,74.51,15.57,40.71,15.69,14.1,10.99,172.76,176011.0
2026-07-16,13.93,43.49,72.98,15.6,41.18,15.39,13.65,10.95,170.77,173825.0
2026-07-17,13.7,43.63,72.94,15.63,41.12,15.2,13.42,11.38,170.63,173714.0
2026-07-20,13.57,43.13,71.93,15.79,41.05,15.26,13.31,11.55,170.3,173371.0
2026-07-21,13.24,42.47,72.24,15.8,41.55,15.17,13.27,11.24,170.34,173326.0
2026-07-22,13.64,46.74,75.1,16.13,42.58,15.9,13.54,11.39,174.7,177548.0
2026-07-23,13.96,45.67,75.68,15.92,42.4,15.65,13.37,10.47,173.45,176724.0
2026-07-24,13.57,45.99,75.24,15.64,41.49,15.44,13.27,9.92,170.95,174042.0
2026-07-27,13.8,46.4,75.69,15.86,40.54,15.72,13.73,10.19,172.75,175335.0
2026-07-28,14.08,46.7,75.69,16.1,41.21,16.0,13.9,10.6,173.74,176565.0
2026-07-29,13.95,45.64,75.05,15.9,40.92,15.32,13.36,10.55,170.55,173885.0
2026-07-30,14.28,46.82,76.09,15.96,40.86,15.63,13.52,11.01,174.31,177159.0
2026-07-31,14.44,47.2,76.28,15.99,41.26,15.73,13.6,11.28,175.02,177999.0
2026-08-03,14.16,48.2,74.64,15.77,41.36,15.62,13.85,11.91,174.9,178000.0
2026-08-04,14.12,49.17,76.31,15.87,42.07,15.7,13.67,11.78,174.85,177895.0
2026-08-05,13.99,48.8,76.66,15.84,41.67,15.55,13.67,11.11,174.7,177726.0
2026-08-06,13.71,48.4,75.39,15.66,40.96,15.36,13.48,11.13,172.04,175546.0
2026-08-07,13.59,48.12,74.97,15.48,38.38,14.95,12.39,10.77,169.37,172513.0
2026-08-10,13.22,47.63,75.93,15.27,38.23,14.67,12.12,10.3,169.27,172180.0
2026-08-11,12.96,47.36,74.4,15.01,37.26,14.29,12.03,9.79,165.05,167875.0
2026-08-12,12.96,47.64,73.18,14.85,37.56,14.24,11.74,9.58,164.67,167491.0
2026-08-13,13.55,47.5,71.9,14.92,37.19,14.8,11.51,6.41,164.15,167101.0
2026-08-14,13.67,47.5,71.3,14.75,36.95,14.67,11.21,6.73,163.9,166934.0
2026-08-17,13.63,47.99,71.41,14.67,37.3,14.41,11.02,6.58,163.8,166784.0
2026-08-18,13.26,48.47,71.55,14.73,37.13,14.3,10.64,6.78,163.55,166335.0
2026-08-19,13.75,48.51,72.13,14.78,36.66,14.42,10.73,6.56,165.0,167830.0
2026-08-20,13.89,48.4,74.02,14.9,36.55,14.34,10.5,6.09,165.0,167927.0
