data,RAIL3,WEGE3,VALE3,ABEV3,BBSE3,B3SA3,LREN3,HAPV3,BOVA11,IBOV
2024-02-02,22.84,32.59,66.08,13.07,34.09,13.17,15.74,3.83,123.32,127182.0
2024-02-05,22.67,33.26,65.51,13.09,34.55,13.07,15.02,3.85,123.86,127593.0
2024-02-06,22.52,33.24,66.67,13.23,35.5,13.21,15.61,3.82,126.88,130416.0
2024-02-07,23.46,33.63,66.8,13.0,35.84,13.43,15.51,3.66,126.05,129608.0
2024-02-08,23.55,33.8,66.21,12.95,34.5,13.16,14.96,3.47,124.51,128217.0
2024-02-09,24.09,33.37,65.92,12.95,32.79,13.24,14.83,3.51,124.13,128026.0
2024-02-14,23.83,33.53,65.72,12.92,32.93,12.86,14.6,3.42,123.23,127018.0
2024-02-15,23.89,33.21,65.51,12.85,33.01,12.69,14.47,3.45,124.06,127804.0
2024-02-16,23.43,33.4,67.68,12.76,32.66,12.73,14.4,3.48,124.88,128726.0
2024-02-19,23.24,33.49,67.49,12.81,32.77,12.69,14.59,3.49,125.14,129036.0
2024-02-20,23.35,34.27,66.01,12.85,33.11,12.94,14.75,3.55,126.19,129916.0
2024-02-21,22.99,36.63,66.51,12.9,32.9,12.81,14.74,3.39,126.18,130032.0
2024-02-22,22.89,35.47,67.22,12.96,33.36,12.65,15.13,3.58,126.3,130241.0
2024-02-23,22.81,35.98,67.38,12.89,33.05,12.45,15.26,3.59,125.61,129419.0
2024-02-26,22.73,36.57,65.75,13.04,33.07,12.48,15.28,3.58,125.77,129609.0
2024-02-27,23.05,36.96,67.48,13.31,33.21,12.75,16.15,3.75,127.84,131689.0
2024-02-28,22.88,36.91,66.74,13.45,33.55,12.58,15.7,3.79,126.26,130155.0
2024-02-29,22.72,36.69,66.99,12.58,33.34,12.83,15.8,3.67,125.25,129020.0
2024-03-01,22.26,37.29,66.88,12.44,32.92,12.42,16.63,3.72,125.24,129180.0
2024-03-04,22.1,37.14,66.73,12.48,32.91,12.3,16.17,3.6,124.5,128341.0
2024-03-05,22.06,37.43,65.85,12.75,32.86,12.19,16.34,3.75,124.4,128098.0
2024-03-06,22.35,37.13,66.75,12.69,32.7,12.25,16.05,3.78,125.15,128890.0
2024-03-07,22.12,36.9,66.52,12.65,32.9,12.32,16.24,3.81,124.67,128340.0
2024-03-08,22.21,36.92,66.01,12.84,32.79,12.46,16.23,3.88,123.26,127071.0
2024-03-11,22.2,37.16,63.96,12.8,32.83,12.58,15.94,3.85,122.32,126124.0
2024-03-12,22.31,37.61,60.84,12.84,32.94,12.82,16.54,3.92,123.81,127668.0
2024-03-13,22.17,38.02,61.23,12.75,32.88,12.76,16.91,3.89,124.37,128006.0
2024-03-14,22.2,37.79,60.45,12.8,33.11,12.51,16.51,3.85,123.82,127690.0
2024-03-15,22.06,38.0,59.76,12.63,33.27,12.33,15.4,3.82,122.87,126742.0
2024-03-18,22.05,38.0,60.9,12.63,33.26,12.36,15.51,3.86,123.05,126954.0
2024-03-19,22.02,38.76,61.4,12.54,32.89,12.31,15.61,3.83,123.73,127529.0
2024-03-20,22.1,38.83,61.81,12.54,32.86,12.75,16.19,3.97,125.45,129125.0
2024-03-21,22.2,39.43,61.66,12.61,32.11,12.4,15.88,3.9,124.37,128159.0
2024-03-22,21.87,39.74,60.95,12.41,32.34,12.0,15.64,3.88,123.21,127027.0
2024-03-25,21.84,39.04,60.82,12.23,31.95,11.9,15.69,3.85,123.19,126931.0
2024-03-26,22.07,38.78,60.05,12.41,32.12,11.9,15.5,3.79,123.24,126863.0
2024-03-27,22.47,38.55,60.6,12.45,32.71,12.02,16.34,3.76,124.05,127691.0
2024-03-28,22.26,38.2,60.83,12.49,32.52,11.99,16.98,3.7,124.33,128106.0
2024-04-01,22.05,37.99,61.22,12.33,32.68,11.77,16.84,3.94,123.29,126990.0
2024-04-02,22.52,38.17,61.94,12.27,32.67,11.73,17.48,3.89,123.74,127549.0
2024-04-03,22.3,37.89,61.05,12.45,32.44,11.7,17.03,3.9,123.54,127318.0
2024-04-04,22.42,38.1,60.37,12.47,32.66,11.96,17.4,4.01,123.68,127428.0
2024-04-05,22.45,37.99,59.71,12.23,32.96,12.0,16.94,3.97,122.9,126795.0
2024-04-08,22.8,38.2,62.97,12.17,33.18,12.13,17.15,4.01,125.13,128857.0
2024-04-09,23.27,38.8,62.55,12.36,33.42,12.39,17.29,4.07,126.21,129890.0
2024-04-10,22.7,38.4,61.6,12.1,33.07,11.96,16.37,3.94,124.15,128054.0
2024-04-11,22.72,38.24,61.86,12.2,33.38,11.98,16.69,3.96,123.72,127396.0
2024-04-12,22.3,37.98,61.63,12.12,32.97,11.71,16.06,3.88,122.12,125946.0
2024-04-15,21.67,37.64,61.99,12.07,33.01,11.48,15.86,3.73,121.55,125334.0
2024-04-16,21.38,38.77,61.44,11.94,32.83,11.33,16.08,3.6,120.85,124389.0
2024-04-17,21.12,38.22,62.11,11.91,32.97,11.24,15.66,3.54,120.54,124171.0
2024-04-18,21.1,38.6,62.34,11.96,32.65,11.14,15.41,3.5,120.48,124196.0
2024-04-19,21.25,38.55,63.36,11.95,32.96,11.18,15.65,3.6,121.52,125124.0
2024-04-22,21.09,38.27,63.33,11.95,32.94,11.27,15.59,3.64,121.8,125573.0
2024-04-23,21.09,37.99,62.78,11.86,32.5,11.09,15.56,3.61,121.41,125148.0
2024-04-24,20.65,38.23,63.56,12.04,32.1,10.94,15.59,3.6,120.97,124741.0
2024-04-25,20.6,38.67,62.22,12.02,31.99,10.83,15.51,3.62,120.91,124646.0
2024-04-26,20.84,39.22,62.74,12.01,32.09,11.22,15.71,3.78,122.83,126526.0
2024-04-29,20.83,39.36,63.9,12.1,32.29,11.14,15.69,3.82,123.77,127352.0
2024-04-30,20.16,39.55,63.29,12.15,32.2,10.79,15.33,3.69,122.38,125924.0
2024-05-02,20.53,38.85,63.92,12.33,32.42,11.06,15.63,3.72,123.35,127122.0
2024-05-03,21.0,38.77,63.99,12.37,32.84,11.39,16.4,3.85,124.95,128509.0
2024-05-06,20.8,38.63,64.18,12.45,33.26,11.51,15.95,3.88,124.71,128466.0
2024-05-07,20.74,38.9,64.58,12.6,32.8,11.58,15.93,4.04,125.4,129210.0
2024-05-08,20.67,39.09,63.99,12.17,32.62,11.67,16.85,4.13,125.75,129481.0
2024-05-09,20.46,38.9,64.51,12.05,32.62,11.21,15.76,4.1,124.52,128188.0
2024-05-10,20.98,38.97,64.29,12.04,33.13,10.94,15.1,4.05,124.01,127600.0
2024-05-13,20.84,39.08,64.67,12.06,33.6,11.23,15.13,4.03,124.56,128155.0
2024-05-14,20.64,39.61,64.63,12.16,34.0,11.47,15.2,4.45,124.81,128515.0
2024-05-15,20.49,39.62,64.44,12.31,34.24,11.51,14.9,4.4,124.23,128028.0
2024-05-16,21.04,39.6,64.91,12.38,34.45,11.6,14.99,4.49,124.55,128284.0
2024-05-17,20.74,39.64,66.18,12.38,34.17,11.42,14.73,4.51,124.37,128151.0
2024-05-20,20.31,39.85,66.15,12.1,33.7,11.43,14.69,4.55,124.12,127751.0
2024-05-21,20.68,39.76,65.96,12.02,33.93,11.41,14.11,4.48,123.7,127412.0
2024-05-22,20.49,39.28,65.44,11.97,33.36,11.06,13.11,4.4,122.07,125650.0
2024-05-23,20.49,39.03,65.05,11.96,33.22,11.11,13.4,4.26,121.1,124729.0
2024-05-24,20.32,38.34,65.08,11.87,32.69,11.14,13.33,4.26,120.64,124306.0
2024-05-27,20.31,38.35,65.3,11.81,32.86,11.1,13.34,4.27,120.87,124496.0
2024-05-28,20.14,38.23,63.89,11.59,32.41,11.07,13.2,4.15,120.18,123780.0
2024-05-29,19.75,37.73,63.24,11.52,32.6,10.88,13.36,4.15,119.12,122707.0
2024-05-31,19.71,37.55,63.2,11.56,32.3,10.7,13.12,3.99,118.66,122098.0
2024-06-03,19.83,37.34,61.87,11.55,32.18,10.69,13.02,4.07,118.44,122032.0
2024-06-04,19.86,37.8,61.24,11.69,32.59,10.71,12.88,4.06,118.16,121802.0
2024-06-05,19.8,37.54,60.37,11.57,32.78,10.74,12.89,3.95,117.9,121407.0
2024-06-06,20.5,37.81,61.21,11.82,32.95,11.08,13.38,4.01,119.4,122899.0
2024-06-07,19.8,37.85,60.41,11.56,32.69,10.75,13.17,3.89,117.13,120767.0
2024-06-10,19.6,37.81,61.07,11.46,32.62,10.49,12.76,3.85,117.35,120760.0
2024-06-11,20.0,37.8,60.98,11.4,32.78,10.55,12.97,3.91,118.0,121635.0
2024-06-12,19.6,38.07,60.14,11.27,32.47,10.4,12.77,3.79,116.46,119936.0
2024-06-13,19.39,38.42,60.83,11.09,32.51,10.08,12.59,3.74,116.18,119568.0
2024-06-14,19.77,38.77,60.62,11.24,32.46,10.37,12.79,3.75,116.22,119662.0
2024-06-17,19.27,38.77,60.38,11.24,32.39,10.56,12.42,3.66,115.74,119138.0
2024-06-18,19.5,38.86,60.66,11.25,32.45,10.61,12.36,3.65,116.12,119630.0
2024-06-19,19.54,39.81,60.85,11.2,32.57,10.46,12.63,3.7,116.76,120261.0
2024-06-20,19.6,40.78,61.4,11.28,32.71,10.32,12.51,3.65,117.12,120446.0
2024-06-21,20.05,41.08,60.83,11.28,32.9,10.39,12.53,3.67,118.02,121341.0
2024-06-24,20.26,40.87,60.9,11.32,33.63,10.51,12.75,3.89,119.08,122637.0
2024-06-25,20.34,41.57,60.65,11.38,33.43,10.32,12.66,3.83,118.9,122331.0
2024-06-26,20.6,41.95,61.4,11.45,32.95,10.22,12.12,3.81,119.14,122641.0
2024-06-27,21.09,41.7,61.56,11.46,32.78,10.4,12.59,3.91,120.8,124308.0
2024-06-28,20.72,42.19,62.22,11.41,32.93,10.24,12.48,3.83,120.38,123907.0
2024-07-01,20.6,41.97,63.14,11.45,32.82,10.47,12.46,3.76,121.08,124718.0
2024-07-02,20.69,42.03,62.93,11.46,32.83,10.45,12.16,3.72,121.33,124787.0
2024-07-03,21.15,42.11,64.18,11.38,32.97,10.43,12.43,3.89,122.14,125662.0
2024-07-04,21.35,41.89,63.86,11.45,33.16,10.58,13.23,3.97,122.62,126164.0
2024-07-05,21.5,42.19,63.6,11.32,33.17,10.52,13.35,3.95,122.7,126267.0
2024-07-08,21.4,44.47,63.1,11.25,33.19,10.69,13.1,3.93,122.94,126548.0
2024-07-09,21.77,44.55,63.02,11.25,33.25,10.62,13.24,4.06,123.54,127108.0
2024-07-10,22.35,44.05,62.17,11.4,33.32,10.73,13.3,4.07,123.5,127218.0
2024-07-11,23.11,44.96,62.01,11.53,33.55,11.05,13.71,4.09,124.57,128294.0
2024-07-12,22.78,45.88,62.92,11.64,33.96,11.51,13.55,4.08,125.2,128897.0
2024-07-15,23.16,46.51,62.99,11.64,34.04,11.46,13.74,4.15,125.72,129321.0
2024-07-16,22.81,46.68,62.33,11.7,34.21,11.48,13.72,4.16,125.37,129110.0
2024-07-17,22.74,47.05,61.75,11.82,34.47,11.49,13.65,4.06,125.82,129450.0
2024-07-18,22.65,47.4,61.17,11.67,34.38,11.17,13.16,3.94,124.02,127652.0
2024-07-19,22.56,47.29,61.12,11.73,34.1,11.17,13.05,3.89,124.0,127616.0
2024-07-22,22.67,47.17,61.05,11.81,34.45,11.29,13.55,3.92,124.26,127860.0
2024-07-23,22.37,47.05,60.23,11.78,34.16,11.18,13.18,3.92,122.95,126590.0
2024-07-24,22.1,46.65,60.6,11.79,34.2,11.03,12.87,3.95,122.86,126423.0
2024-07-25,22.25,45.95,60.57,11.85,34.1,10.9,13.18,4.03,122.41,125954.0
2024-07-26,22.58,46.92,61.47,11.88,34.6,10.95,13.33,4.18,123.98,127492.0
2024-07-29,22.44,46.48,61.58,11.82,34.68,10.85,13.51,4.16,123.46,126954.0
2024-07-30,22.19,45.86,60.22,11.64,34.97,10.76,13.03,4.12,122.71,126139.0
2024-07-31,22.15,50.66,61.63,11.58,35.17,10.85,13.26,4.07,124.04,127652.0
2024-08-01,22.9,52.84,60.25,11.74,35.05,10.87,13.29,4.21,123.74,127395.0
2024-08-02,23.41,49.82,59.41,11.87,34.9,10.86,13.76,4.3,122.38,125854.0
2024-08-05,22.69,48.86,57.02,11.85,34.6,10.86,13.97,4.31,121.77,125270.0
2024-08-06,23.24,48.97,57.31,12.01,34.9,10.89,14.25,4.29,122.74,126267.0
2024-08-07,23.18,48.32,57.2,12.51,35.07,11.14,14.6,4.41,124.04,127514.0
2024-08-08,23.82,49.69,56.85,12.36,36.14,11.35,14.5,4.5,125.3,128661.0
2024-08-09,23.58,49.7,57.06,12.45,36.16,12.02,15.45,4.43,127.13,130615.0
2024-08-12,22.96,50.58,56.77,12.39,36.65,12.2,15.72,4.3,127.65,131116.0
2024-08-13,23.07,51.13,56.52,12.57,37.13,12.64,15.7,4.41,128.78,132398.0
2024-08-14,23.38,51.54,56.0,12.56,37.45,12.7,16.19,4.41,129.68,133318.0
2024-08-15,23.85,52.7,56.23,13.03,37.31,12.71,16.74,4.42,130.49,134153.0
2024-08-16,23.2,53.25,56.08,13.01,37.29,12.49,16.13,4.27,130.29,133953.0
2024-08-19,23.6,51.79,56.98,13.01,36.05,12.79,17.0,4.45,131.98,135778.0
2024-08-20,23.65,53.11,57.2,12.94,36.05,12.9,16.96,4.56,132.44,136087.0
2024-08-21,23.5,53.43,58.3,12.94,36.07,12.96,16.9,4.56,132.74,136464.0
2024-08-22,23.38,54.2,58.38,13.0,35.95,12.54,16.54,4.37,131.57,135173.0
2024-08-23,23.61,53.81,57.4,13.08,36.99,12.74,17.75,4.49,131.98,135608.0
2024-08-26,22.92,54.08,58.05,13.08,36.64,12.8,17.7,4.48,133.21,136889.0
2024-08-27,22.85,54.0,59.8,13.03,36.64,12.65,18.35,4.46,133.01,136776.0
2024-08-28,22.55,54.0,59.37,12.95,36.41,12.7,17.66,4.46,133.62,137344.0
2024-08-29,22.04,53.54,59.3,12.86,36.55,12.54,17.05,4.29,132.17,136041.0
2024-08-30,21.85,54.15,59.58,12.86,36.73,12.68,17.01,4.24,132.6,136004.0
2024-09-02,21.48,52.35,58.74,12.87,36.71,12.43,16.94,4.28,131.1,134981.0
2024-09-03,21.43,52.8,56.55,12.8,36.88,12.15,17.23,4.37,130.63,134353.0
2024-09-04,21.67,53.39,56.99,12.99,37.42,12.55,17.48,4.44,132.38,136111.0
2024-09-05,21.79,53.99,57.4,12.97,36.95,12.59,18.03,4.55,132.89,136502.0
2024-09-06,21.6,52.88,56.68,12.99,36.71,12.23,17.72,4.48,130.96,134572.0
2024-09-09,21.3,52.45,56.68,13.11,36.64,12.3,17.57,4.5,131.04,134737.0
2024-09-10,21.6,52.89,56.0,13.24,36.62,12.44,17.68,4.52,130.63,134320.0
2024-09-11,21.6,53.5,57.59,13.04,36.4,12.13,18.15,4.5,131.21,134677.0
2024-09-12,21.1,53.31,58.11,12.91,36.1,12.05,18.38,4.49,130.31,134029.0
2024-09-13,21.16,53.62,58.5,12.73,36.19,12.13,18.94,4.6,131.21,134882.0
2024-09-16,21.11,53.0,58.5,12.86,36.4,12.16,19.36,4.62,131.38,135118.0
2024-09-17,20.95,53.32,58.22,12.96,35.96,12.26,19.07,4.61,131.33,134960.0
2024-09-18,20.65,53.36,57.54,12.98,35.59,12.13,19.0,4.66,130.05,133748.0
2024-09-19,20.48,53.26,58.23,12.95,35.36,12.0,18.86,4.47,129.37,133123.0
2024-09-20,19.92,52.52,57.35,12.76,35.01,11.6,18.04,4.33,127.63,131065.0
2024-09-23,19.8,54.32,57.53,12.75,35.13,11.2,17.71,4.23,127.0,130568.0
2024-09-24,20.03,55.39,60.34,12.76,35.42,11.25,18.66,4.25,128.68,132156.0
2024-09-25,19.83,55.68,60.61,12.68,35.35,10.79,18.07,4.12,127.92,131586.0
2024-09-26,20.18,56.05,64.25,12.84,35.47,10.85,18.0,4.07,129.33,133010.0
2024-09-27,20.07,56.03,63.96,12.92,35.37,10.73,17.83,4.0,129.04,132730.0
2024-09-30,20.0,54.39,63.51,13.08,35.5,10.71,18.06,4.0,128.43,131816.0
2024-10-01,19.86,55.88,63.82,13.6,35.75,10.71,17.87,4.04,128.86,132495.0
2024-10-02,20.05,55.35,64.17,13.72,35.46,10.94,18.35,4.14,129.85,133515.0
2024-10-03,19.77,54.6,62.94,13.4,35.12,10.72,17.96,4.01,128.03,131672.0
2024-10-04,19.95,54.5,62.48,13.28,35.08,10.75,18.11,4.02,128.2,131792.0
2024-10-07,19.93,53.4,63.03,13.17,34.43,10.55,17.7,3.97,128.45,132018.0
2024-10-08,19.65,54.31,61.12,13.08,34.3,10.7,18.0,3.94,127.93,131512.0
2024-10-09,19.24,54.0,60.96,13.08,33.85,10.68,17.64,3.89,126.35,129962.0
2024-10-10,19.27,54.18,61.25,13.11,33.84,10.75,18.1,3.81,126.8,130353.0
2024-10-11,19.13,54.17,62.13,12.88,33.86,10.69,18.71,3.87,126.47,129992.0
2024-10-14,19.1,55.04,61.93,12.92,33.97,10.88,18.91,3.85,127.5,131005.0
2024-10-15,19.1,56.53,61.17,12.88,33.93,10.84,18.95,3.85,127.4,131043.0
2024-10-16,19.25,57.19,62.34,12.94,34.04,10.98,18.79,3.86,128.07,131750.0
2024-10-17,19.45,56.22,60.76,12.86,33.99,10.72,18.71,3.72,127.31,130793.0
2024-10-18,19.19,55.22,60.55,12.88,33.82,10.65,18.4,3.76,127.0,130499.0
2024-10-21,19.15,55.04,60.33,12.83,33.95,10.85,18.45,3.65,126.75,130362.0
2024-10-22,18.9,55.95,60.41,12.82,34.34,10.61,18.16,3.69,126.5,129721.0
2024-10-23,19.0,56.2,59.35,12.75,34.32,10.62,17.96,3.81,125.81,129233.0
2024-10-24,19.1,56.27,59.7,12.83,34.36,10.78,18.83,3.78,126.6,130067.0
2024-10-25,19.22,55.47,61.73,12.75,34.3,10.71,18.47,3.64,126.35,129893.0
2024-10-28,19.8,56.26,62.88,12.89,34.38,10.89,18.51,3.71,127.84,131213.0
2024-10-29,19.9,56.94,62.66,12.98,34.5,10.83,18.5,3.6,127.25,130730.0
2024-10-30,19.78,54.0,62.47,12.93,34.5,10.78,18.62,3.6,127.23,130639.0
2024-10-31,19.9,54.11,62.06,12.64,34.27,10.62,18.57,3.52,126.26,129713.0
2024-11-01,19.45,54.7,62.03,12.54,34.28,10.42,18.11,3.33,124.6,128121.0
2024-11-04,20.46,56.19,62.67,12.67,34.64,10.86,18.82,3.46,127.15,130515.0
2024-11-05,20.47,56.01,62.12,12.68,35.11,10.97,18.7,3.41,127.15,130661.0
2024-11-06,20.7,56.09,61.42,12.5,34.61,10.65,18.7,3.39,126.3,130341.0
2024-11-07,20.1,55.77,63.56,12.55,34.8,10.71,18.08,3.3,126.06,129682.0
2024-11-08,19.45,55.09,60.63,12.33,34.29,10.31,16.97,3.19,124.5,127830.0
2024-11-11,19.72,55.49,58.65,12.51,34.2,10.16,16.74,3.17,124.35,127874.0
2024-11-12,19.96,55.42,57.32,12.58,33.74,10.31,16.72,3.31,124.2,127698.0
2024-11-13,20.08,54.7,57.16,12.73,33.54,10.23,16.58,3.1,124.33,127734.0
2024-11-14,20.11,54.35,56.84,12.64,33.41,10.27,16.49,3.17,124.27,127792.0
2024-11-18,20.17,54.0,57.55,12.42,33.53,10.0,16.3,2.95,124.41,127768.0
2024-11-19,20.41,54.13,57.68,12.43,34.2,10.02,16.56,3.02,124.88,128197.0
2024-11-21,19.91,53.73,57.62,12.39,33.48,9.82,15.68,2.88,123.6,126922.0
2024-11-22,20.16,54.01,58.18,12.68,33.95,10.02,16.15,2.98,126.02,129126.0
2024-11-25,20.34,52.15,58.17,12.54,34.07,10.14,16.21,3.02,125.67,129036.0
2024-11-26,20.78,52.78,57.43,12.61,34.13,10.18,17.02,3.05,126.65,129922.0
2024-11-27,20.24,51.91,58.13,12.55,33.61,9.76,16.14,2.88,124.1,127669.0
2024-11-28,19.42,52.91,57.53,12.4,33.43,9.15,14.5,2.71,121.3,124610.0
2024-11-29,19.45,53.94,58.78,12.73,33.53,9.26,15.06,2.7,122.32,125668.0
2024-12-02,18.86,53.85,58.92,13.25,33.63,9.37,14.99,2.67,121.88,125236.0
2024-12-03,18.76,54.6,58.47,13.85,35.04,9.46,15.4,2.71,122.68,126139.0
2024-12-04,19.28,55.0,57.33,13.93,35.0,9.57,15.66,2.62,122.75,126087.0
2024-12-05,19.72,54.93,57.8,14.42,35.4,9.78,15.96,2.59,124.51,127858.0
2024-12-06,19.2,55.6,56.81,14.22,35.42,9.93,15.63,2.47,122.46,125946.0
2024-12-09,19.13,55.75,59.83,14.21,35.66,10.0,15.39,2.41,123.76,127210.0
2024-12-10,19.58,56.88,59.77,14.27,36.07,10.16,15.49,2.52,124.78,128228.0
2024-12-11,19.86,58.55,58.84,13.8,36.96,10.39,15.91,2.67,126.61,129593.0
2024-12-12,19.37,57.8,56.71,13.1,36.56,10.28,13.68,2.7,122.72,126042.0
2024-12-13,19.01,57.66,55.86,13.08,36.64,10.22,13.66,2.61,121.63,124612.0
2024-12-16,18.5,57.11,55.83,12.84,36.2,10.12,13.26,2.57,120.22,123560.0
2024-12-17,18.91,57.9,56.11,13.1,37.04,10.12,13.37,2.28,121.6,124698.0
2024-12-18,18.15,57.05,54.81,12.76,36.87,9.86,12.6,2.12,118.2,120772.0
2024-12-19,18.5,56.46,53.77,12.78,37.33,9.98,13.01,2.29,117.98,121188.0
2024-12-20,18.65,55.54,54.62,12.23,36.53,10.27,13.43,2.38,119.05,122102.0
2024-12-23,18.19,54.24,54.85,12.22,36.49,10.26,12.63,2.25,117.7,120767.0
2024-12-26,17.96,54.66,55.01,12.14,36.47,10.33,12.58,2.23,117.96,121078.0
2024-12-27,17.85,53.68,54.74,12.07,36.28,10.36,12.22,2.21,117.26,120269.0
2024-12-30,17.84,52.77,54.55,11.74,36.18,10.32,12.12,2.23,117.27,120283.0
2025-01-02,17.79,52.72,54.25,11.6,36.42,10.2,12.0,2.17,117.1,120125.0
2025-01-03,17.59,52.46,53.24,11.33,35.99,10.1,12.15,2.1,115.45,118533.0
2025-01-06,17.97,52.47,52.56,11.29,36.41,10.38,12.53,2.18,117.07,120022.0
2025-01-07,18.3,53.52,52.05,11.54,36.53,10.31,13.07,2.38,118.15,121163.0
2025-01-08,18.0,53.21,51.55,11.42,36.31,10.3,12.87,2.35,116.67,119625.0
2025-01-09,17.85,54.29,51.23,11.4,36.28,10.2,13.0,2.26,116.82,119781.0
2025-01-10,17.21,53.35,51.52,11.16,36.14,9.8,12.84,2.2,115.96,118856.0
2025-01-13,17.11,53.25,51.51,11.24,36.18,9.79,12.85,2.16,116.02,119007.0
2025-01-14,17.26,52.93,51.85,11.21,36.9,9.84,12.61,2.2,116.46,119299.0
2025-01-15,17.35,54.16,52.6,11.39,37.35,10.5,13.2,2.43,119.57,122650.0
2025-01-16,16.91,53.67,52.67,11.08,37.4,10.27,12.41,2.37,118.33,121234.0
2025-01-17,17.07,54.17,54.49,11.09,37.83,10.35,12.33,2.24,119.25,122350.0
2025-01-20,16.97,55.13,54.29,11.05,37.9,10.32,12.4,2.27,119.81,122543.0
2025-01-21,16.87,55.63,54.02,11.25,37.93,10.37,12.52,2.28,120.3,123338.0
2025-01-22,16.99,56.44,52.66,11.02,38.21,10.43,13.13,2.31,119.92,122972.0
2025-01-23,16.78,57.25,52.32,11.05,38.02,10.35,13.0,2.29,119.49,122483.0
2025-01-24,16.7,57.87,53.03,10.87,37.83,10.37,13.17,2.29,119.45,122447.0
2025-01-27,17.38,53.31,53.96,11.12,38.57,10.56,13.65,2.38,121.87,124862.0
2025-01-28,17.58,54.09,52.65,11.11,39.03,10.55,13.43,2.32,121.03,124056.0
2025-01-29,17.91,54.43,52.8,10.97,38.76,10.55,13.39,2.29,120.17,123432.0
2025-01-30,18.32,56.21,55.03,11.11,38.59,11.09,13.9,2.45,123.95,126913.0
2025-01-31,18.4,55.04,54.17,11.1,38.54,11.19,13.65,2.42,123.0,126135.0
2025-02-03,18.65,53.9,54.21,11.03,39.03,11.16,13.56,2.44,122.64,125970.0
2025-02-04,18.73,54.06,54.02,10.9,38.99,11.07,13.18,2.39,121.91,125147.0
2025-02-05,18.47,54.47,54.31,10.82,39.27,10.99,13.02,2.32,122.37,125534.0
2025-02-06,18.87,54.53,55.13,10.86,39.73,11.22,13.32,2.27,123.16,126225.0
2025-02-07,18.45,53.94,54.83,10.85,39.3,10.96,12.83,2.33,121.48,124619.0
2025-02-10,18.43,54.21,55.4,10.97,39.65,11.1,13.11,2.34,122.55,125572.0
2025-02-11,18.77,53.11,55.16,10.96,39.05,11.18,13.26,2.51,123.45,126522.0
2025-02-12,18.57,52.7,54.79,10.92,39.12,11.04,12.72,2.33,121.25,124380.0
2025-02-13,18.79,52.47,54.86,10.98,38.49,11.17,13.1,2.32,121.68,124850.0
2025-02-14,19.73,53.8,55.67,11.13,38.88,11.59,13.65,2.51,124.87,128219.0
2025-02-17,19.37,52.45,55.37,11.1,38.0,11.58,14.11,2.54,125.25,128869.0
2025-02-18,19.02,52.89,55.74,11.09,39.7,11.52,14.05,2.47,125.3,128532.0
2025-02-19,18.65,52.21,55.69,10.97,39.74,11.37,13.54,2.43,124.01,127309.0
2025-02-20,18.49,52.1,57.74,11.04,39.86,11.29,13.71,2.44,124.47,127601.0
2025-02-21,18.07,52.95,58.16,11.12,37.03,11.22,11.79,2.36,123.94,127128.0
2025-02-24,18.0,51.55,57.63,11.03,37.49,10.84,11.2,2.23,122.49,125401.0
2025-02-25,17.98,52.4,57.07,11.09,37.44,10.8,11.31,2.13,122.83,125980.0
2025-02-26,17.4,47.85,56.72,11.7,37.53,10.64,10.81,2.1,121.82,124769.0
2025-02-27,17.45,48.9,56.3,12.32,38.45,10.7,11.28,2.12,121.75,124799.0
2025-02-28,16.93,48.42,55.15,12.22,37.84,10.4,11.33,2.11,120.01,122799.0
2025-03-05,17.47,47.65,55.59,12.78,38.7,10.53,11.2,2.13,120.05,123047.0
2025-03-06,17.96,47.28,56.2,12.85,39.05,10.64,11.42,2.08,120.4,123358.0
2025-03-07,17.87,47.89,57.02,13.1,39.02,10.7,11.92,2.17,121.95,125035.0
2025-03-10,17.34,47.68,53.99,13.12,38.94,10.47,11.86,2.05,121.3,124519.0
2025-03-11,17.39,46.6,54.44,12.86,38.58,10.4,11.7,2.06,120.55,123507.0
2025-03-12,17.51,47.2,53.76,13.03,38.57,10.5,12.1,2.08,120.74,123864.0
2025-03-13,17.8,46.74,54.5,13.33,39.16,11.6,11.6,2.08,122.51,125637.0
2025-03-14,18.0,46.74,56.29,13.64,39.81,12.87,12.03,2.18,125.75,128957.0
2025-03-17,18.16,47.65,57.1,13.57,40.0,12.42,12.5,2.29,127.76,130834.0
2025-03-18,18.05,47.65,57.52,13.55,40.38,12.04,12.34,2.36,128.26,131475.0
2025-03-19,18.2,48.14,57.42,13.68,40.23,12.35,12.4,2.26,129.6,132508.0
2025-03-20,18.19,47.9,57.24,13.6,40.51,12.4,11.99,2.25,128.85,131955.0
2025-03-21,17.78,47.85,57.45,13.73,40.31,12.56,12.42,2.17,128.98,132345.0
2025-03-24,17.08,47.36,57.15,13.54,40.02,12.4,12.35,2.08,128.19,131321.0
2025-03-25,17.05,47.0,57.34,13.6,39.87,12.39,12.66,2.23,129.04,132068.0
2025-03-26,17.08,46.75,57.69,13.38,40.13,12.38,12.63,2.23,129.24,132520.0
2025-03-27,17.32,46.39,58.15,13.46,40.38,12.39,12.78,2.35,129.78,133149.0
2025-03-28,16.98,45.85,57.56,13.43,40.26,12.24,12.54,2.3,128.69,131902.0
2025-03-31,16.22,45.28,56.7,13.5,40.3,12.14,12.23,2.21,127.3,130260.0
2025-04-01,16.29,45.35,57.19,13.61,41.2,12.26,12.61,2.22,128.04,131147.0
