data,PETR4,VIVT3_bruto,VIVT3
2024-12-04,39.25,51.05,25.525
2024-12-05,39.64,51.92,25.96
2024-12-06,39.03,51.66,25.83
2024-12-09,40.04,51.07,25.535
2024-12-10,40.19,51.44,25.72
2024-12-11,40.59,52.25,26.125
2024-12-12,38.34,49.76,24.88
2024-12-13,38.1,49.42,24.71
2024-12-16,37.94,49.2,24.6
2024-12-17,38.3,49.25,24.625
2024-12-18,37.31,48.66,24.33
2024-12-19,37.16,49.16,24.58
2024-12-20,36.85,49.65,24.825
2024-12-23,36.86,48.04,24.02
2024-12-26,35.77,48.42,24.21
2024-12-27,35.66,47.16,23.58
2024-12-30,36.19,46.77,23.385
2025-01-02,36.77,47.06,23.53
2025-01-03,36.38,46.86,23.43
2025-01-06,36.21,47.74,23.87
2025-01-07,36.98,48.72,24.36
2025-01-08,36.68,47.25,23.625
2025-01-09,36.84,47.93,23.965
2025-01-10,36.94,46.87,23.435
2025-01-13,37.07,46.84,23.42
2025-01-14,36.82,47.18,23.59
2025-01-15,37.29,48.84,24.42
2025-01-16,37.05,48.5,24.25
2025-01-17,37.2,49.1,24.55
2025-01-20,37.29,49.04,24.52
2025-01-21,37.3,49.82,24.91
2025-01-22,37.09,50.6,25.3
2025-01-23,36.83,50.85,25.425
2025-01-24,36.64,50.56,25.28
2025-01-27,37.18,52.73,26.365
2025-01-28,37.13,51.4,25.7
2025-01-29,36.9,51.04,25.52
2025-01-30,37.39,51.56,25.78
2025-01-31,37.69,51.87,25.935
2025-02-03,37.5,51.55,25.775
2025-02-04,37.13,51.83,25.915
2025-02-05,36.86,51.87,25.935
2025-02-06,36.79,51.02,25.51
2025-02-07,36.58,50.9,25.45
2025-02-10,36.83,50.35,25.175
2025-02-11,36.83,52.31,26.155
2025-02-12,36.28,52.43,26.215
2025-02-13,36.32,53.54,26.77
2025-02-14,37.44,53.85,26.925
2025-02-17,37.67,53.42,26.71
2025-02-18,38.36,53.61,26.805
2025-02-19,38.44,52.73,26.365
2025-02-20,38.5,52.25,26.125
2025-02-21,38.39,52.74,26.37
2025-02-24,38.12,52.9,26.45
2025-02-25,37.95,53.49,26.745
2025-02-26,37.95,49.72,24.86
2025-02-27,36.61,50.23,25.115
2025-02-28,35.93,48.34,24.17
2025-03-05,34.62,48.73,24.365
2025-03-06,34.26,49.0,24.5
2025-03-07,34.63,49.47,24.735
2025-03-10,34.62,49.89,24.945
2025-03-11,34.1,48.94,24.47
2025-03-12,34.1,49.29,24.645
2025-03-13,34.44,49.73,24.865
2025-03-14,35.5,51.16,25.58
2025-03-17,36.16,51.5,25.75
2025-03-18,36.19,51.31,25.655
2025-03-19,36.16,50.59,25.295
2025-03-20,36.24,49.11,24.555
2025-03-21,36.8,49.92,24.96
2025-03-24,36.75,49.73,24.865
2025-03-25,37.04,49.07,24.535
2025-03-26,37.39,50.11,25.055
2025-03-27,37.67,50.39,25.195
2025-03-28,37.43,50.15,25.075
2025-03-31,37.16,49.83,24.915
2025-04-01,37.3,52.3,26.15
2025-04-02,37.2,51.45,25.725
2025-04-03,36.0,52.41,26.205
2025-04-04,34.55,51.05,25.525
2025-04-07,33.18,49.52,24.76
2025-04-08,32.0,50.04,25.02
2025-04-09,33.3,50.73,25.365
2025-04-10,31.23,50.64,25.32
2025-04-11,31.85,50.45,25.225
2025-04-14,31.73,51.0,25.5
2025-04-15,31.0,25.46,25.46
2025-04-16,31.0,25.74,25.74
2025-04-17,30.85,26.41,26.41
2025-04-22,30.92,26.36,26.36
2025-04-23,30.57,26.9,26.9
2025-04-24,30.43,27.32,27.32
2025-04-25,30.52,27.15,27.15
2025-04-28,30.4,27.23,27.23
2025-04-29,30.56,27.43,27.43
2025-04-30,29.99,27.79,27.79
2025-05-02,30.81,27.35,27.35
2025-05-05,29.66,27.54,27.54
2025-05-06,30.15,28.2,28.2
2025-05-07,30.29,28.39,28.39
2025-05-08,30.71,27.91,27.91
2025-05-09,30.91,28.04,28.04
2025-05-12,31.65,27.2,27.2
2025-05-13,32.13,28.35,28.35
2025-05-14,31.91,28.4,28.4
2025-05-15,31.87,28.15,28.15
2025-05-16,32.02,27.81,27.81
2025-05-19,31.98,27.66,27.66
2025-05-20,32.11,27.72,27.72
2025-05-21,31.75,27.51,27.51
2025-05-22,31.33,27.74,27.74
2025-05-23,31.4,27.66,27.66
2025-05-26,31.3,27.91,27.91
2025-05-27,31.53,28.07,28.07
2025-05-28,31.43,28.25,28.25
2025-05-29,31.24,28.06,28.06
2025-05-30,30.9,28.66,28.66
2025-06-02,31.08,28.96,28.96
2025-06-03,30.18,29.18,29.18
2025-06-04,29.35,29.5,29.5
2025-06-05,29.36,28.89,28.89
2025-06-06,29.63,28.78,28.78
2025-06-09,29.17,28.86,28.86
2025-06-10,30.05,29.0,29.0
2025-06-11,31.05,29.7,29.7
2025-06-12,31.75,29.75,29.75
2025-06-13,32.53,29.79,29.79
2025-06-16,32.21,30.19,30.19
2025-06-17,32.94,30.09,30.09
2025-06-18,32.91,29.84,29.84
2025-06-20,32.82,30.28,30.28
2025-06-23,32.0,30.45,30.45
2025-06-24,31.37,30.54,30.54
2025-06-25,31.21,29.84,29.84
2025-06-26,31.46,30.48,30.48
2025-06-27,31.21,30.4,30.4
2025-06-30,31.38,30.89,30.89
2025-07-01,31.49,31.26,31.26
2025-07-02,32.05,31.5,31.5
2025-07-03,32.16,32.14,32.14
2025-07-04,32.12,32.4,32.4
2025-07-07,32.06,32.11,32.11
2025-07-08,32.52,31.56,31.56
2025-07-09,32.32,31.68,31.68
2025-07-10,32.24,32.0,32.0
2025-07-11,32.63,32.1,32.1
2025-07-14,32.2,31.11,31.11
2025-07-15,31.95,31.28,31.28
2025-07-16,31.79,31.35,31.35
2025-07-17,31.47,31.29,31.29
2025-07-18,30.99,30.95,30.95
2025-07-21,31.05,31.0,31.0
2025-07-22,31.35,30.31,30.31
2025-07-23,31.99,30.7,30.7
2025-07-24,31.94,30.75,30.75
2025-07-25,31.98,30.7,30.7
2025-07-28,32.02,30.54,30.54
2025-07-29,32.44,30.55,30.55
2025-07-30,32.77,31.15,31.15
2025-07-31,32.64,31.48,31.48
2025-08-01,32.21,31.58,31.58
2025-08-04,32.16,31.93,31.93
2025-08-05,32.31,32.05,32.05
2025-08-06,32.35,32.7,32.7
2025-08-07,32.53,32.94,32.94
2025-08-08,30.53,32.92,32.92
2025-08-11,30.72,33.24,33.24
2025-08-12,30.8,32.95,32.95
2025-08-13,30.57,33.09,33.09
2025-08-14,30.18,33.17,33.17
2025-08-15,30.17,33.43,33.43
2025-08-18,30.36,33.94,33.94
2025-08-19,30.04,33.9,33.9
2025-08-20,30.22,33.94,33.94
2025-08-21,30.29,34.06,34.06
2025-08-22,30.47,34.4,34.4
2025-08-25,30.65,34.83,34.83
2025-08-26,30.43,34.45,34.45
2025-08-27,30.66,34.09,34.09
2025-08-28,30.93,33.94,33.94
2025-08-29,31.1,33.87,33.87
2025-09-01,31.17,33.76,33.76
2025-09-02,31.33,33.46,33.46
2025-09-03,31.06,33.48,33.48
2025-09-04,31.06,33.59,33.59
2025-09-05,30.59,34.0,34.0
2025-09-08,30.71,33.59,33.59
2025-09-09,30.95,33.43,33.43
2025-09-10,31.51,33.21,33.21
2025-09-11,31.39,33.47,33.47
2025-09-12,31.18,33.53,33.53
2025-09-15,31.45,33.82,33.82
2025-09-16,31.53,33.38,33.38
2025-09-17,31.72,33.93,33.93
2025-09-18,31.41,33.72,33.72
2025-09-19,31.06,33.54,33.54
2025-09-22,31.37,33.5,33.5
2025-09-23,31.9,33.43,33.43
2025-09-24,32.62,33.42,33.42
2025-09-25,32.36,33.05,33.05
2025-09-26,32.25,32.98,32.98
2025-09-29,31.81,33.52,33.52
2025-09-30,31.46,34.07,34.07
2025-10-01,31.38,33.88,33.88
2025-10-02,31.08,33.27,33.27
2025-10-03,31.0,33.31,33.31
2025-10-06,30.72,33.03,33.03
2025-10-07,30.83,32.29,32.29
2025-10-08,30.65,32.4,32.4
2025-10-09,30.21,32.34,32.34
2025-10-10,29.94,32.36,32.36
2025-10-13,30.23,32.27,32.27
2025-10-14,30.02,32.29,32.29
2025-10-15,29.75,32.54,32.54
2025-10-16,29.45,32.54,32.54
2025-10-17,29.73,33.0,33.0
2025-10-20,29.75,32.89,32.89
2025-10-21,29.51,33.05,33.05
2025-10-22,29.85,33.13,33.13
2025-10-23,30.19,33.56,33.56
2025-10-24,29.84,34.4,34.4
2025-10-27,30.0,34.6,34.6
2025-10-28,29.99,34.51,34.51
2025-10-29,30.02,34.27,34.27
2025-10-30,29.89,34.08,34.08
2025-10-31,29.75,32.04,32.04
2025-11-03,30.1,32.25,32.25
2025-11-04,30.25,33.02,33.02
2025-11-05,30.85,33.85,33.85
2025-11-06,31.01,33.57,33.57
2025-11-07,32.18,33.63,33.63
2025-11-10,32.36,33.39,33.39
2025-11-11,33.2,34.67,34.67
2025-11-12,32.35,35.18,35.18
2025-11-13,32.49,35.2,35.2
2025-11-14,32.7,34.8,34.8
2025-11-17,32.88,34.23,34.23
2025-11-18,32.99,34.84,34.84
2025-11-19,32.82,34.38,34.38
2025-11-21,32.57,34.48,34.48
2025-11-24,32.54,34.71,34.71
2025-11-25,32.28,34.79,34.79
2025-11-26,32.23,35.11,35.11
2025-11-27,32.4,35.25,35.25
2025-11-28,31.79,35.43,35.43
2025-12-01,31.85,34.82,34.82
2025-12-02,32.07,35.09,35.09
2025-12-03,32.31,34.31,34.31
2025-12-04,32.52,35.01,35.01
2025-12-05,31.37,33.38,33.38
2025-12-08,31.66,33.7,33.7
2025-12-09,31.86,33.38,33.38
2025-12-10,31.94,34.07,34.07
2025-12-11,31.26,33.28,33.28
2025-12-12,31.59,33.45,33.45
2025-12-15,31.7,33.89,33.89
2025-12-16,30.74,32.66,32.66
2025-12-17,31.08,32.87,32.87
2025-12-18,30.9,32.91,32.91
2025-12-19,31.01,32.82,32.82
2025-12-22,31.1,32.46,32.46
2025-12-23,30.31,32.58,32.58
2025-12-26,30.41,33.02,33.02
2025-12-29,30.73,33.04,33.04
2025-12-30,30.82,33.1,33.1
2026-01-02,30.71,32.74,32.74
2026-01-05,30.2,33.09,33.09
2026-01-06,29.64,33.09,33.09
2026-01-07,29.83,32.76,32.76
2026-01-08,30.2,33.17,33.17
2026-01-09,30.3,33.4,33.4
2026-01-12,30.36,33.45,33.45
2026-01-13,31.14,32.37,32.37
2026-01-14,31.99,33.06,33.06
2026-01-15,31.79,32.71,32.71
2026-01-16,32.04,32.47,32.47
2026-01-19,32.17,32.75,32.75
2026-01-20,32.29,34.05,34.05
2026-01-21,33.43,34.55,34.55
2026-01-22,33.58,36.11,36.11
2026-01-23,35.04,37.01,37.01
2026-01-26,35.36,37.0,37.0
2026-01-27,36.13,37.25,37.25
2026-01-28,37.34,37.86,37.86
2026-01-29,37.7,37.49,37.49
2026-01-30,37.76,37.38,37.38
2026-02-02,37.24,37.46,37.46
2026-02-03,37.58,38.53,38.53
2026-02-04,37.52,38.13,38.13
2026-02-05,37.0,38.81,38.81
2026-02-06,36.65,38.9,38.9
2026-02-09,37.32,39.72,39.72
2026-02-10,37.35,40.5,40.5
2026-02-11,38.08,40.81,40.81
2026-02-12,37.11,41.53,41.53
2026-02-13,36.89,40.99,40.99
2026-02-18,37.19,40.58,40.58
2026-02-19,37.81,40.89,40.89
2026-02-20,37.97,40.7,40.7
2026-02-23,38.59,42.03,42.03
2026-02-24,39.57,42.52,42.52
2026-02-25,39.57,42.07,42.07
2026-02-26,39.61,42.82,42.82
2026-02-27,39.33,43.18,43.18
2026-03-02,41.13,42.26,42.26
2026-03-03,40.95,41.57,41.57
2026-03-04,40.5,42.61,42.61
2026-03-05,40.69,41.75,41.75
2026-03-06,42.11,41.47,41.47
2026-03-09,43.16,41.49,41.49
2026-03-10,42.93,42.09,42.09
2026-03-11,44.8,41.3,41.3
2026-03-12,45.0,40.48,40.48
2026-03-13,44.67,40.64,40.64
2026-03-16,45.58,40.59,40.59
2026-03-17,46.38,40.99,40.99
2026-03-18,47.0,40.63,40.63
2026-03-19,46.78,40.83,40.83
2026-03-20,45.67,40.27,40.27
2026-03-23,46.03,40.47,40.47
2026-03-24,47.27,41.05,41.05
2026-03-25,47.5,41.32,41.32
2026-03-26,48.02,40.16,40.16
2026-03-27,49.41,40.01,40.01
2026-03-30,49.67,39.98,39.98
2026-03-31,48.67,41.23,41.23
2026-04-01,47.37,41.65,41.65
2026-04-02,48.15,41.31,41.31
2026-04-06,48.94,40.71,40.71
2026-04-07,48.51,40.98,40.98
2026-04-08,46.61,42.25,42.25
2026-04-09,47.9,42.75,42.75
2026-04-10,49.03,42.94,42.94
2026-04-13,49.78,41.85,41.85
2026-04-14,47.88,41.43,41.43
2026-04-15,46.89,41.79,41.79
2026-04-16,48.58,40.95,40.95
2026-04-17,46.22,40.69,40.69
2026-04-20,47.02,41.01,41.01
2026-04-22,47.67,39.45,39.45
2026-04-23,47.77,39.94,39.94
2026-04-24,47.16,40.18,40.18
2026-04-27,47.37,39.71,39.71
2026-04-28,47.52,38.92,38.92
2026-04-29,48.96,38.05,38.05
2026-04-30,49.08,39.25,39.25
2026-05-04,49.34,39.05,39.05
2026-05-05,48.66,39.73,39.73
2026-05-06,47.27,39.19,39.19
2026-05-07,46.22,38.11,38.11
2026-05-08,45.67,38.36,38.36
2026-05-11,46.43,36.02,36.02
2026-05-12,45.68,36.33,36.33
2026-05-13,44.57,35.57,35.57
2026-05-14,45.0,35.59,35.59
2026-05-15,45.47,35.52,35.52
2026-05-18,46.44,35.29,35.29
2026-05-19,46.09,34.59,34.59
2026-05-20,44.6,35.4,35.4
2026-05-21,44.95,35.29,35.29
2026-05-22,44.48,34.81,34.81
2026-05-25,43.4,33.54,33.54
2026-05-26,43.44,33.85,33.85
2026-05-27,42.82,33.93,33.93
2026-05-28,42.51,33.6,33.6
2026-05-29,42.0,33.82,33.82
2026-06-01,42.37,33.25,33.25
2026-06-02,41.57,33.8,33.8
2026-06-03,41.25,33.75,33.75
2026-06-05,40.89,32.95,32.95
2026-06-08,41.22,33.33,33.33
2026-06-09,41.17,32.95,32.95
2026-06-10,41.65,33.26,33.26
2026-06-11,41.76,33.86,33.86
2026-06-12,41.18,33.53,33.53
2026-06-15,39.06,33.14,33.14
2026-06-16,38.54,33.58,33.58
2026-06-17,38.57,32.86,32.86
2026-06-18,38.85,32.68,32.68
2026-06-19,38.8,32.46,32.46
2026-06-22,39.17,33.54,33.54
2026-06-23,39.33,34.28,34.28
2026-06-24,38.29,34.25,34.25
2026-06-25,38.45,34.57,34.57
2026-06-26,38.06,34.79,34.79
2026-06-29,38.14,34.4,34.4
2026-06-30,37.8,33.95,33.95
2026-07-01,37.83,33.78,33.78
2026-07-02,37.96,34.61,34.61
2026-07-03,38.25,34.75,34.75
2026-07-06,37.77,34.5,34.5
2026-07-07,38.44,34.31,34.31
2026-07-08,39.65,34.31,34.31
2026-07-09,39.21,34.5,34.5
2026-07-10,39.65,35.75,35.75
2026-07-13,40.66,34.73,34.73
2026-07-14,40.66,35.52,35.52
2026-07-15,40.59,35.47,35.47
2026-07-16,39.89,35.47,35.47
2026-07-17,40.9,35.52,35.52
2026-07-20,41.15,35.67,35.67
2026-07-21,41.66,35.8,35.8
2026-07-22,42.58,35.38,35.38
2026-07-23,42.95,34.7,34.7
2026-07-24,42.21,35.47,35.47
2026-07-27,41.01,36.11,36.11
2026-07-28,41.21,33.83,33.83
2026-07-29,42.0,32.54,32.54
2026-07-30,42.84,32.63,32.63
2026-07-31,43.42,32.63,32.63
2026-08-03,43.05,32.3,32.3
2026-08-04,42.5,31.65,31.65
2026-08-05,41.93,31.21,31.21
2026-08-06,42.13,30.89,30.89
2026-08-07,40.87,30.58,30.58
2026-08-10,42.23,30.55,30.55
2026-08-11,41.66,30.14,30.14
2026-08-12,41.45,29.93,29.93
2026-08-13,41.9,29.4,29.4
2026-08-14,42.09,29.74,29.74
2026-08-17,42.47,29.74,29.74
2026-08-18,42.6,29.45,29.45
2026-08-19,43.11,29.79,29.79
2026-08-20,44.32,29.28,29.28
